[header]
width=80
height=80
tilewidth=8
tileheight=8
orientation=orthogonal

[tilesets]
tileset=../Desktop/Current Homework/Game Programming/CS3113 Projects/project_template/Xcode/FINAL/Space_invaders/sewer_1.png,8,8,0,0
tileset=../Desktop/Current Homework/Game Programming/CS3113 Projects/project_template/Xcode/FINAL/Space_invaders/assets/sprite_sheets/characters_1.png,8,8,0,0
tileset=../Desktop/Current Homework/Game Programming/CS3113 Projects/project_template/Xcode/FINAL/Space_invaders/assets/sprite_sheets/characters_1.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,930,930,930,197,197,197,197,197,197,197,197,197,197,977,978,930,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,930,930,229,229,229,229,229,229,229,229,229,197,1009,1010,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,261,261,261,261,197,197,197,197,197,197,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,261,197,197,197,229,229,229,229,229,197,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,197,229,229,229,261,261,261,261,261,197,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,229,47,48,261,261,197,197,197,261,197,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,261,79,80,229,229,229,229,229,229,229,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,261,111,112,261,261,261,261,261,261,261,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,1,2,3,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,4,2,3,4,5,4,5,2,3,4,5,2,3,4,5,3,2,3,4,6,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,65,68,68,68,68,68,68,70,770,770,770,97,35,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,38,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,
