[header]
width=32
height=18
tilewidth=23
tileheight=23
orientation=orthogonal

[tilesets]
tileset=../Desktop/Current Homework/Game Programming/CS3113 Projects/project_template/Xcode/Platformer/Space_invaders/spritesheet.png,23,23,0,0

[layer]
type=Tile Layer 1
data=
107,462,462,462,631,462,107,462,323,462,462,107,462,462,462,107,462,462,107,462,462,107,462,462,631,462,107,462,462,323,462,462,
462,462,107,639,640,641,462,462,462,107,462,462,323,462,462,462,107,462,462,107,462,462,462,639,640,641,462,107,462,462,462,107,
107,462,462,669,670,671,462,462,462,462,462,462,462,107,462,462,462,462,462,462,462,462,462,669,670,671,462,462,462,462,462,462,
462,644,462,462,665,18,462,462,462,644,462,462,462,462,644,18,462,462,462,462,879,462,18,462,665,18,462,462,462,108,644,462,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
33,804,462,462,462,837,837,837,462,462,462,462,462,462,837,462,462,462,462,462,462,837,837,462,462,805,35,35,35,35,35,33,
33,421,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,805,35,35,35,33,
33,462,462,462,703,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,837,462,805,33,
33,462,462,462,733,462,462,462,462,7,8,462,7,8,462,7,8,462,7,8,462,462,462,462,462,462,462,462,462,462,462,33,
33,615,615,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,463,462,462,462,462,462,33,
33,33,33,33,33,33,33,33,33,33,33,804,837,837,462,462,462,462,806,33,33,33,33,33,33,2,462,462,462,462,462,33,
33,462,462,837,837,805,33,33,33,33,804,462,462,462,462,462,462,462,462,805,33,33,33,33,804,462,2,462,462,462,462,33,
33,703,462,462,462,462,805,804,462,462,462,462,462,462,462,462,462,462,462,462,462,805,804,462,462,462,462,2,462,462,4,33,
33,733,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,4,33,33,
33,4,4,462,462,462,462,462,462,462,462,462,462,4,4,4,4,3,462,462,462,462,462,462,462,462,462,462,4,33,33,33,
33,33,33,4,462,462,462,462,462,462,462,462,4,33,33,33,33,33,4,462,462,462,462,462,462,4,4,4,33,33,33,33,
33,33,33,33,4,4,4,4,462,462,462,4,33,33,33,33,33,33,33,4,462,462,462,462,4,33,33,33,33,33,33,33,
33,33,33,33,33,33,33,33,4,4,4,33,33,33,33,33,33,33,33,33,4,4,4,4,33,33,33,33,33,33,33,33

